//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Year,Peak,Team,LastName,FirstName,NickName,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Buy Order High(CC),Sell Order Low(CC),Last 10 Price(CC),date
MLB 2024 Live LF Christian Yelich MIL,61162,69,1,0,2024,N,Milwaukee Brewers,Yelich,Christian,Yeli,22,5,12,1991,2,1,7,0,70,68,74,97,67,74,65,59,65,87,65,68,72,72,77,101,68,76,0,1,0,46,59,84,75,51,59,1,34,1,1,75,1,34,1,1,75,1,34,1,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-,3,191,41,36,57,25,0,0,0,53,62,55,0,0,0,0,0,0,61,0,45,0,1,1,1,1,1,1,1,8,1,2,0,1,yelich001chr,55,130,77,0,0,0,2024-03-15,
Snapshot C Steve Yeager LAD 1974,63026,55,7,0,1974,N,Los Angeles Dodgers,Yeager,Steve,,7,24,11,1948,1,1,2,0,56,88,84,70,43,72,57,96,76,70,46,74,55,86,88,70,42,72,0,1,0,38,32,57,46,7,2,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,83-85,3,183,7,1,1,3,67,70,71,5,6,7,0,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,yeager001ste,10,46,54,10000,12000,5858,2024-03-15,
Snapshot 3B Joe Yeager SLA 1907,63004,63,7,0,1907,N,St. Louis Browns,Yeager,Joe,Little Joe,85,28,8,1875,1,1,5,0,64,116,55,63,92,47,69,136,56,59,107,47,63,112,55,65,88,48,0,0,0,60,74,74,58,40,61,1,10,1,1,18,1,9,1,1,17,1,10,1,1,20,1,1,0,0,0,0,1,0,0,0,0,0,0,11,2,88-90,3,178,71,71,84,51,0,0,0,1,4,9,0,0,0,61,76,31,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,0,yeager002jos,26,55,43,0,10001,0,2024-03-15,
Unsung Heroes SP Emil Yde PIT 1925,62128,43,8,0,1925,N,Pittsburgh Pirates,Yde,Emil,,39,28,1,1900,3,2,1,11,49,59,45,58,55,48,49,59,45,58,55,48,49,59,45,58,55,48,2,1,0,48,42,60,46,21,9,41,75,67,74,73,43,80,70,81,82,40,73,67,72,70,31,30,0,30,0,0,0,0,0,0,0,0,86,115,2,90-92,3,180,25,13,20,24,0,0,0,4,8,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,yde---001emi,11,27,22,0,0,5001,2024-03-15,
Mission Edition CL Kirby Yates SD 2019,64433,100,10,10,2019,N,San Diego Padres,Yates,Kirby,Kirbs,39,25,3,1987,2,1,1,13,1,35,38,52,2,4,1,34,37,50,2,4,2,36,39,53,3,5,0,1,0,6,5,6,6,4,4,149,98,103,141,67,135,94,99,138,64,161,101,107,144,70,131,109,0,0,0,0,136,0,0,0,0,0,12,53,2,95-97,3,178,28,19,24,24,0,0,0,1,1,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,200,0,0,yates-001kir,0,0,0,0,0,0,2024-04-11,
MLB 2024 Live RP Kirby Yates TEX,61461,48,1,0,2024,N,Texas Rangers,Yates,Kirby,Kirbs,22,25,3,1987,2,1,1,12,31,17,4,18,21,39,32,18,4,18,21,41,31,17,4,18,21,39,2,2,0,17,10,17,24,27,19,104,68,53,57,83,98,65,53,55,76,110,71,54,60,89,92,71,0,0,0,0,98,0,0,0,0,0,14,25,2,93-95,3,178,20,27,43,17,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,1,0,1,yates-001kir,0,8,10,0,0,0,2024-03-15,
MLB 2024 Live RF Mike Yastrzemski SF,60917,76,1,0,2024,N,San Francisco Giants,Yastrzemski,Mike,,5,23,8,1990,2,2,9,0,63,97,82,83,65,65,55,81,72,79,59,57,67,103,88,85,68,68,3,2,0,33,19,72,69,57,66,1,29,3,1,57,1,29,3,1,57,1,29,3,1,57,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,75-80,4,180,19,29,46,18,3,3,2,73,73,74,0,0,0,0,0,0,23,59,81,0,1,0,0,0,1,1,1,8,2,5,0,0,yastrz001mic,222,421,412,0,0,0,2024-03-15,
Snapshot RF Mike Yastrzemski SF 2020,63348,93,7,0,2020,N,San Francisco Giants,Yastrzemski,Mike,,5,23,8,1990,2,2,9,0,79,116,77,89,59,104,76,108,64,76,56,103,80,119,80,95,61,105,1,0,0,64,29,65,58,4,1,1,9,1,1,18,1,10,1,1,18,1,9,1,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,11,4,83-85,4,180,8,1,1,6,0,0,0,81,96,54,0,0,0,0,0,0,40,74,84,0,0,0,0,0,1,1,1,7,4,50,0,0,yastrz001mic,0,0,6144,0,0,0,2024-03-15,
Hardware Heroes 1B Carl Yastrzemski BOS 1970,62057,98,9,0,1970,N,Boston Red Sox,Yastrzemski,Carl,Yaz,8,22,8,1939,2,1,3,0,79,70,107,114,82,75,73,83,90,96,70,75,82,66,113,120,88,76,2,1,0,51,73,71,57,4,8,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,13,4,83-85,3,180,40,26,32,32,0,0,0,82,71,59,0,0,50,0,0,0,98,18,0,0,1,0,0,0,1,1,0,4,4,75,0,0,yastrz001car,11300,30000,20584,0,0,0,2024-03-15,
MLB 2024 Live SP Ryan Yarbrough LAD,60973,63,1,0,2024,N,Los Angeles Dodgers,Yarbrough,Ryan,Yarbitron,48,31,12,1991,1,2,1,11,29,16,1,25,32,21,29,16,1,25,32,21,29,16,1,25,32,21,0,0,0,17,20,7,23,39,35,73,70,98,60,83,75,72,101,63,89,72,69,97,59,80,74,79,0,84,84,0,0,0,0,0,0,0,53,66,2,86-88,3,196,23,17,57,23,2,2,2,11,30,36,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,2,0,1,yarbro000rya,0,48,51,0,0,0,2024-03-15,
Snapshot RP Esteban Yan TB 1998,62464,54,7,0,1998,N,Tampa Bay Devil Rays,Yan,Esteban,,43,22,6,1975,1,1,1,12,20,35,38,48,17,23,20,35,38,48,17,23,20,35,38,48,17,23,0,2,0,5,3,6,5,27,6,74,76,48,70,91,71,72,47,64,83,76,81,49,75,98,75,72,0,0,0,0,72,0,0,0,0,0,17,36,2,91-93,3,193,25,21,23,24,0,0,0,2,9,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,yan---001est,6,16,19,0,5001,0,2024-03-15,
Future Legend SP Yoshinobu Yamamoto LAD 2024,64274,100,6,0,2024,N,Los Angeles Dodgers,Yamamoto,Yoshinobu,,18,17,8,1998,1,1,1,11,23,16,8,34,15,31,23,16,8,34,15,31,23,16,8,34,15,31,0,0,0,8,10,12,2,31,10,129,89,81,93,89,125,88,80,92,87,131,90,82,94,91,111,73,102,0,79,0,111,0,0,0,0,0,74,64,2,95-97,3,178,35,33,64,9,1,1,2,15,16,35,80,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,8,5,200,0,0,yamamo004yos,56000,172000,144450,0,0,0,2024-03-22,
Unsung Heroes RP Keiichi Yabu SF 2008,62076,68,8,0,2008,N,San Francisco Giants,Yabu,Keiichi,,22,28,9,1968,1,1,1,12,20,35,38,53,17,23,20,35,38,53,17,23,20,35,38,53,17,23,1,0,0,5,5,6,5,22,3,53,95,48,110,83,50,87,47,100,74,54,102,50,118,91,0,46,0,0,0,0,47,0,0,0,0,0,14,115,2,90-92,3,185,28,21,24,24,0,0,0,5,4,10,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,yabu--001kei,144,381,295,0,0,0,2024-03-15,
All-Star RF Johnny Wyrostek CIN 1951,63412,54,5,0,1951,N,Cincinnati Reds,Wyrostek,Johnny,,22,12,7,1919,2,1,9,0,82,68,26,64,68,96,75,57,30,54,57,96,86,72,24,68,72,96,0,2,0,39,14,66,53,20,10,1,12,1,1,23,1,11,1,1,22,1,12,1,1,23,1,0,0,0,0,0,0,0,0,0,0,0,0,19,4,83-85,4,188,7,4,7,9,0,0,0,53,44,61,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,1,1,3,0,1,0,1,wyrost001joh,7,41,16,0,0,0,2024-03-15,
MLB 2024 Live C Austin Wynns CIN,64201,41,1,0,2024,N,Cincinnati Reds,Wynns,Austin,Winnie,35,10,12,1990,1,1,2,0,57,47,51,68,64,57,60,49,53,70,66,59,57,47,50,68,64,57,0,0,0,6,12,58,36,57,6,1,28,1,1,55,1,28,1,1,55,1,28,1,1,56,1,0,0,0,0,0,0,0,0,0,0,0,7,0,3,75-80,3,188,25,42,57,12,56,61,68,13,25,49,0,57,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,8,0,1,0,1,wynns-000aus,0,9,9,0,0,0,2024-03-15,
Unsung Heroes CF Marvell Wynne SD 1988,62260,61,8,0,1988,N,San Diego Padres,Wynne,Marvell,,16,17,12,1959,2,2,8,0,62,70,78,72,63,65,56,75,66,85,53,65,65,69,83,68,67,66,1,0,0,65,42,53,72,20,75,1,9,1,1,17,1,9,1,1,18,1,9,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,20,4,83-85,3,180,10,8,10,9,0,0,0,79,44,93,0,0,0,0,0,0,98,68,0,0,0,0,0,0,1,1,0,5,1,2,0,1,wynne-001mar,30,40,37,0,10001,0,2024-03-15,
Snapshot CF Jimmy Wynn HOU 1968,63308,86,7,0,1968,N,Houston Astros,Wynn,Jimmy,The Toy Cannon,24,12,3,1942,1,1,8,0,60,83,96,112,51,75,61,88,113,115,53,75,60,82,90,112,51,75,0,0,0,65,75,62,66,19,77,1,10,1,1,18,1,9,1,1,18,1,10,1,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,16,4,83-85,3,175,5,3,10,5,0,0,0,74,109,105,0,0,0,0,0,0,106,71,31,0,0,0,0,0,1,1,1,4,3,15,0,0,wynn--001jam,2500,4100,3086,0,49999,0,2024-03-15,
